SampleName,Type
CRC0159LMX0A02203TUMR01000,LMX
CRC0027LMX0B02201TUMR02000,LMX
CRC1182LMX0A03007TUMR05000,LMX
CRC0077LMX0B02201TUMR02000,LMX
CRC0139LMX0A02204TUMR04000,LMX
CRC0154LMX0A02204TUMR02000,LMX
CRC0332LMX0A02002TUMR02000,LMX
CRC0622PRX0A01001TUMR01000,PRX
CRC1331LMX0B04011TUMR01000,LMX
CRC0055LMX0A02201TUMR02000,LMX
CRC1360LMX0B05010TUMR05000,LMX
CRC0529LMX0A02003TUMR02000,LMX
CRC1067LMX0A03002TUMR02000,LMX
CRC0197LMX0B02201TUMR02000,LMX
CRC0520LMX0A02001TUMR01000,LMX
CRC0349LMX0A02201TUMR02000,LMX
CRC1144PRX0B02003TUMR01000,PRX
CRC0574LMX0A02001TUMR02000,LMX
CRC0349LMX0A03011TUMR01000,LMX
CRC1370PRX0A01001TUMR05000,PRX
CRC1391PRX0A01001TUMR01000,PRX
CRC0400LMX0A02002TUMR01000,LMX
CRC0318LMX0A02201TUMR01000,LMX
CRC1473LMX0B02003TUMR01000,LMX
CRC0153LMX0B05026TUMR02000,LMX
CRC1343PRX0A02003TUMR01000,PRX
CRC0343LMX0A02201TUMR07000,LMX
CRC0153LMX0B02204TUMR04000,LMX
CRC0028LMX0A02201TUMR01000,LMX
CRC1280PRX0B02002TUMR01000,PRX
CRC0053PRX0A02203TUMR01000,PRX
CRC1240LMX0B02001TUMR05000,LMX
CRC0534LMX0A04038TUMR09000,LMX
CRC0334LMX0B02201TUMR05000,LMX
CRC0435LMX0A02001TUMR04000,LMX
CRC0333PRX0A01201TUMR01000,PRX
CRC0309LMX0B02201TUMR02000,LMX
CRC0217LMX0A02201TUMR02000,LMX
CRC0602LMX0B02004TUMR01000,LMX
CRC0601PRX0A01001TUMR01000,PRX
CRC0137LMX0A02201TUMR04000,LMX
CRC1562LMX0A02001TUMR01000,LMX
CRC1321LMX0B02002TUMR01000,LMX
CRC1723LMX0A02002TUMR05000,LMX
CRC0276LMX0A02001TUMR04000,LMX
CRC2113LMX0B02001TUMR01000,LMX
CRC0502LMX0A02001TUMR01000,LMX
CRC1275PRX0B02002TUMR01000,PRX
CRC0560LMX0A02001TUMR01000,LMX
CRC0597LMX0A02001TUMR01000,LMX
CRC0409PRX0A01001TUMR01000,PRX
CRC0373PRX0A01201TUMR02000,PRX
CRC1082PRX0A02001TUMR01000,PRX
CRC1412LMX0A02001TUMR01000,LMX
CRC0481PRX0A01001TUMR01000,PRX
CRC0682PRX0A01001TUMR01000,PRX
CRC1315PRX0B01001TUMR01000,PRX
CRC0202LMX0B06034TUMR02000,LMX
CRC0572LMX0B02001TUMR01000,LMX
CRC0449PRX0A01001TUMR01000,PRX
CRC0481LMX0A02001TUMR01000,LMX
CRC1240PRX0B02002TUMR01000,PRX
CRC0119LMX0B02201TUMR02000,LMX
CRC0112LMX0A02202TUMR01000,LMX
CRC0516LMX0B03006TUMR09000,LMX
CRC0593LMX0A02001TUMR01000,LMX
CRC1063PRX0B02002TUMR01000,PRX
CRC0145LMX0B02203TUMR01000,LMX
CRC0574LMX0A04007TUMR01000,LMX
CRC1372PRX0A01001TUMR01000,PRX
CRC0030LMX0B05310TUMR02000,LMX
CRC1446LMX0B02003TUMR05000,LMX
CRC0508LMX0A03002TUMR05000,LMX
CRC0689PRX0A01001TUMR01000,PRX
CRC1624LMX0A01001TUMR09000,LMX
CRC1174PRX0A01001TUMR01000,PRX
CRC1429PRX0A01001TUMR01000,PRX
CRC1353LMX0A02001TUMR01000,LMX
CRC1367LMX0A02002TUMR01000,LMX
CRC0734LMX0A02002TUMR01000,LMX
CRC1675LMX0A02003TUMR01000,LMX
CRC0427LMX0A02004TUMR02000,LMX
CRC0204LMX0A02201TUMR05000,LMX
CRC0176LMX0B02203TUMR05000,LMX
CRC1357PRX0B02001TUMR01000,PRX
CRC0771LMX0B02003TUMR01000,LMX
CRC0607LMX0A02002TUMR01000,LMX
CRC1277LMX0A02003TUMR01000,LMX
CRC1075LMX0A02002TUMR01000,LMX
CRC0438LMX0A02001TUMR01000,LMX
CRC0393PRX0B01001TUMR01000,PRX
CRC0771LMX0B03005TUMR05000,LMX
CRC0121LMX0A07210TUMR02000,LMX
CRC0050PRX0A02201TUMR03000,PRX
CRC1307LMX0A02002TUMR01000,LMX
CRC1242PRX0A02002TUMR01000,PRX
CRC1502LMX0A03012TUMR05000,LMX
CRC1568LMX0B02002TUMR01000,LMX
CRC0202LMX0B02201TUMR04000,LMX
CRC0493LMX0A02003TUMR05000,LMX
CRC1414PRX0A01001TUMR01000,PRX
CRC0399LMX0A03007TUMR09000,LMX
CRC0551LMX0A02004TUMR01000,LMX
CRC0138LMX0B02201TUMR01000,LMX
CRC1288PRX0B02004TUMR01000,PRX
CRC0404LMX0B03003TUMR05000,LMX
CRC0566PRX0B01001TUMR01000,PRX
CRC0030LMX0B05346TUMR02000,LMX
CRC1502LMX0A03008TUMR01000,LMX
CRC0516LMX0B03010TUMR09000,LMX
CRC0542LMX0B03003TUMR05000,LMX
CRC0666PRX0A01001TUMR01000,PRX
CRC0195PRX0A01201TUMR01000,PRX
CRC1272LMX0A05003TUMR05000,LMX
CRC1709LMX0A02004TUMR09000,LMX
CRC0498PRX0A01001TUMR01000,PRX
CRC1175PRX0A01001TUMR01000,PRX
CRC1460LMX0B02002TUMR01000,LMX
CRC0492LMX0B02001TUMR01000,LMX
CRC0420LMX0A02001TUMR06000,LMX
CRC0356LMX0A03003TUMR01000,LMX
CRC0538LMX0A02003TUMR01000,LMX
CRC0553PRX0A01001TUMR05000,PRX
CRC0153LMX0B05010TUMR02000,LMX
CRC1520PRX0A01001TUMR01000,PRX
CRC0312LMX0B02201TUMR03000,LMX
CRC0121LMX0A07208TUMR02000,LMX
CRC0518LMX0A02002TUMR05000,LMX
CRC0440LMX0A03001TUMR04000,LMX
CRC1586LMX0A01001TUMR01000,LMX
CRC0716LMX0B02002TUMR01000,LMX
CRC0032LMX0A02204TUMR05000,LMX
CRC0731LMX0A02002TUMR01000,LMX
CRC0549PRX0A02002TUMR01000,PRX
CRC0578LMX0A02002TUMR02000,LMX
CRC1917LMX0B02001TUMR05000,LMX
CRC1399LMX0A02003TUMR01000,LMX
CRC0031LMX0A05012TUMR01000,LMX
CRC0340PRX0A01201TUMR01000,PRX
CRC0330LMX0A06006TUMR01000,LMX
CRC0626LMX0A02002TUMR01000,LMX
CRC0121LMX0A02204TUMR04000,LMX
CRC1188PRX0B02004TUMR01000,PRX
CRC1360LMX0B05005TUMR01000,LMX
CRC0707PRX0A01001TUMR09000,PRX
CRC0130LMX0A02201TUMR02000,LMX
CRC0708LMX0A02003TUMR01000,LMX
CRC1875LMX0A02001TUMR01000,LMX
CRC0771LMX0B03012TUMR05000,LMX
CRC1326LMX0A02001TUMR01000,LMX
CRC1350LMX0B02002TUMR01000,LMX
CRC0542LMX0B03006TUMR09000,LMX
CRC1190PRX0B02002TUMR01000,PRX
CRC1331LMX0B04001TUMR05000,LMX
CRC1325PRX0B02003TUMR01000,PRX
CRC0515LMX0A03007TUMR05000,LMX
CRC1072LMX0A02001TUMR01000,LMX
CRC0428PRX0A01001TUMR01000,PRX
CRC0263PRX0A01201TUMR09000,PRX
CRC1331LMX0A04004TUMR01000,LMX
CRC0161LMO0C05029002R01000,LMO
CRC0024LMX0A02201TUMR07000,LMX
CRC0264LMX0A05033TUMR02000,LMX
CRC0435LMX0A03005TUMR03000,LMX
CRC0480LMX0B02001TUMR02000,LMX
CRC1181PRX0A02004TUMR01000,PRX
CRC0290PRX0A01201TUMR01000,PRX
CRC0349LMX0A02203TUMR08000,LMX
CRC0461LMX0A02003TUMR01000,LMX
CRC0772LMX0A02004TUMR02000,LMX
CRC0238PRX0B01201TUMR01000,PRX
CRC0022LMX0B02204TUMR03000,LMX
CRC0133LMX0B02204TUMR03000,LMX
CRC1464LMX0B02004TUMR05000,LMX
CRC1313LMX0B03001TUMR05000,LMX
CRC1272LMX0A05007TUMR09000,LMX
CRC0500PRX0A01001TUMR01000,PRX
CRC0460PRX0B01001TUMR01000,PRX
CRC1605LMX0B04005TUMR01000,LMX
CRC0032LMX0A04037TUMR02000,LMX
CRC1170PRX0A01001TUMR01000,PRX
CRC0439PRX0B01001TUMR01000,PRX
CRC0578LMX0A03005TUMR02000,LMX
CRC0348LMX0A03009TUMR02000,LMX
CRC0683PRX0A01001TUMR01000,PRX
CRC0031LMX0A05005TUMR05000,LMX
CRC1264LMX0A02001TUMR01000,LMX
CRC1621LMX0B02001TUMR05000,LMX
CRC0117LMX0A04219TUMR02000,LMX
CRC0465LMX0A02004TUMR08000,LMX
CRC0494LMX0A05032TUMR02000,LMX
CRC0508LMX0A02004TUMR09000,LMX
CRC0330LMX0A02203TUMR01000,LMX
CRC1147LMX0A02002TUMR01000,LMX
CRC0066LMX0A05006TUMR02000,LMX
CRC0116LMX0B03204TUMR03000,LMX
CRC1285PRX0A02001TUMR01000,PRX
CRC0498LMX0A02002TUMR01000,LMX
CRC1340PRX0A02002TUMR01000,PRX
CRC0384PRX0A01201TUMR01000,PRX
CRC0706LMX0A02001TUMR01000,LMX
CRC0471LMX0A05006TUMR01000,LMX
CRC1426PRX0B01001TUMR01000,PRX
CRC1387PRX0B01001TUMR01000,PRX
CRC0094LMX0B02203TUMR01000,LMX
CRC1523LMX0A02001TUMR01000,LMX
CRC1309PRX0A02002TUMR01000,PRX
CRC1586LMX0B02001TUMR01000,LMX
CRC1737LMX0B02004TUMR01000,LMX
CRC0401PRX0A01201TUMR01000,PRX
CRC0166LMX0A05027TUMR09000,LMX
CRC0743LMX0B04007TUMR01000,LMX
CRC0257LMX0A05020TUMR02000,LMX
CRC0494LMX0A05016TUMR02000,LMX
CRC0743LMX0A06007TUMR01000,LMX
CRC1331LMX0A04009TUMR01000,LMX
CRC1360LMH0000000000R09000,LMH
CRC0743LMX0A02001TUMR01000,LMX
CRC1605LMX0B04011TUMR01000,LMX
CRC0079LMH0000000000R02000,LMH
CRC0381PRX0B01201TUMR01000,PRX
CRC0330LMX0A06002TUMR05000,LMX
CRC1360LMX0B02001TUMR01000,LMX
CRC1331LMX0A02005TUMR01000,LMX
CRC0067LMX0B02201TUMR02000,LMX
CRC0714PRX0A01001TUMR01000,PRX
CRC0748PRX0A01001TUMR09000,PRX
CRC0066LMX0A05033TUMR02000,LMX
CRC1200PRX0A01001TUMR01000,PRX
CRC0032LMX0A04020TUMR02000,LMX
CRC1624PRX0A02002TUMR09000,PRX
CRC0743LMX0A06010TUMR01000,LMX
CRC0272PRX0B01201TUMR01000,PRX
CRC0231LMO0A04014001R01000,LMO
CRC0207LMH0000000000R01000,LMH
CRC1624PRX0B02001TUMR09000,PRX
CRC0054LMH0000000000R02000,LMH
CRC0348LMX0A03012TUMR01000,LMX
CRC0282PRX0B01001TUMR01000,PRX
CRC1723LMO0A02007001R02000,LMO
CRC0161LMO0C05029001R01000,LMO
CRC0539LMH0000000000R01000,LMH
CRC0577PRX0B01001TUMR05000,PRX
CRC0100LMX0A02201TUMR05000,LMX
CRC0102LMX0B02204TUMR05000,LMX
CRC0468LMX0B03004TUMR01000,LMX
CRC1757LMO0A02005001R01000,LMO
CRC0127LMX0A02204TUMR02000,LMX
CRC0322LMX0A04018TUMR02000,LMX
CRC0431LMH0000000000R02000,LMH
CRC0137LMO0A03009001R01000,LMO
CRC1774LMO0A01009001R02000,LMO
CRC1605LMH0000000000R01000,LMH
CRC0051LMO0A02006001R01000,LMO
CRC1729LMO0A02007001R01000,LMO
CRC0165LMH0000000000R01000,LMH
CRC1681LMO0A02011002R01000,LMO
CRC0079LMX0A02204TUMR02000,LMX
CRC0055LMO0A02006001R01000,LMO
CRC0115LMH0000000000R01000,LMH
CRC0463PRX0A01001TUMR05000,PRX
CRC0399LMH0000000000R01000,LMH
CRC1675LMO0A02005001R01000,LMO
CRC0416LMX0A03006TUMR05000,LMX
CRC1903LMO0B01003001R01000,LMO
CRC0291LMX0A02201TUMR02000,LMX
CRC0316LMX0A01201TUMR01000,LMX
CRC1744LMO0A02006001R01000,LMO
CRC0099LMO0A02005001R01000,LMO
CRC1272LMX0A02004TUMR01000,LMX
CRC1264LMH0000000000R01000,LMH
CRC0161LMO0C05028001R01000,LMO
CRC1620LMH0000000000R02000,LMH
CRC0277LMX0A02201TUMR03000,LMX
CRC0081LMH0000000000R03000,LMH
CRC0031LMH0000000000R02000,LMH
CRC1313LMX0B02001TUMR01000,LMX
CRC0161LMO0C05026002R01000,LMO
CRC0399LMX0B03008TUMR01000,LMX
CRC1916LMO0B01009001R01000,LMO
CRC1473LMH0000000000R01000,LMH
CRC1307LMO0A03010001R01000,LMO
CRC0516LMH0000000000R05000,LMH
CRC1342LMO0A04007001R01000,LMO
CRC0370LMX0B02001TUMR04000,LMX
CRC0419LMH0000000000R09000,LMH
CRC0017LMX0A02204TUMR02000,LMX
CRC1586LMH0000000000R01000,LMH
CRC0076LMX0B04201TUMR24000,LMX
CRC1883LMO0A01013001R01000,LMO
CRC1350LMH0000000000R01000,LMH
CRC0078LMX0A04057TUMR02000,LMX
CRC0771LMH0000000000R05000,LMH
CRC1355LMX0A02002TUMR01000,LMX
CRC0059LMX0B02202TUMR04000,LMX
CRC1472LMH0000000000R01000,LMH
CRC0057LMH0000000000R02000,LMH
CRC0078LMX0A05004TUMR01000,LMX
CRC1562LMH0000000000R01000,LMH
CRC0031LMX0A02201TUMR02000,LMX
CRC1337LMX0A02002TUMR01000,LMX
CRC0134LMX0B02204TUMR02000,LMX
CRC0440LMH0000000000R05000,LMH
CRC0065LMX0B02202TUMR02000,LMX
CRC1614LMX0A02003TUMR01000,LMX
CRC1241LMH0000000000R05000,LMH
CRC0140LMX0A02203TUMR01000,LMX
CRC0438LMH0000000000R05000,LMH
CRC0076LMX0B04205TUMR12000,LMX
CRC1257LMH0000000000R01000,LMH
CRC1917LMH0000000000R01000,LMH
CRC1629LMX0B02004TUMR01000,LMX
CRC0069LMX0A03204TUMR13000,LMX
CRC0095LMX0B02204TUMR03000,LMX
CRC0290PRH0000000000R09000,PRH
CRC0069LMX0A03201TUMR20000,LMX
CRC0171LMX0B02202TUMR05000,LMX
CRC1451LMH0000000000R01000,LMH
CRC0504LMX0A03005TUMR02000,LMX
CRC1169LMX0A01001TUMR02000,LMX
CRC0136LMX0B02201TUMR04000,LMX
CRC0490LMX0A02002TUMR03000,LMX
CRC0097LMX0B02201TUMR04000,LMX
CRC0069LMX0A07045TUMR09000,LMX
CRC0772LMH0000000000R01000,LMH
CRC1318LMX0B02004TUMR01000,LMX
CRC0534LMX0A04026TUMR01000,LMX
CRC1313LMH0000000000R05000,LMH
CRC0096LMX0A03206TUMR09000,LMX
CRC0535LMX0B02001TUMR02000,LMX
CRC0096LMX0A02201TUMR04000,LMX
CRC1331LMH0000000000R09000,LMH
CRC0123LMX0A02204TUMR02000,LMX
CRC0504LMX0A03005TUMR03000,LMX
CRC0059LMX0B04204TUMR05000,LMX
CRC0297LMX0B03210TUMR09000,LMX
CRC1198LMX0B02002TUMR01000,LMX
CRC1070PRX0B02001TUMR01000,PRX
CRC0493LMH0000000000R05000,LMH
CRC0544LMX0A02001TUMR02000,LMX
CRC0471LMX0A05007TUMR01000,LMX
CRC1145LMX0A02002TUMR01000,LMX
CRC0098LMX0B04220TUMR09000,LMX
CRC1774LMX0A02003TUMR01000,LMX
CRC0098LMX0A02202TUMR04000,LMX
CRC0495LMX0B02003TUMR06000,LMX
CRC0219LMX0A02201TUMR03000,LMX
CRC0464LMX0A02003TUMR01000,LMX
CRC0297LMX0A03208TUMR09000,LMX
CRC0262LMX0A02202TUMR02000,LMX
CRC0327LMX0B02201TUMR07000,LMX
CRC0103LMX0B02201TUMR05000,LMX
CRC0504LMX0A03002TUMR02000,LMX
CRC0399LMX0B02001TUMR04000,LMX
CRC0073LMX0A02202TUMR01000,LMX
CRC0495LMX0B03007TUMR05000,LMX
CRC0096LMX0A03206TUMR05000,LMX
CRC0124LMX0B02201TUMR04000,LMX
CRC0534LMX0A02001TUMR01000,LMX
CRC0252LMX0A03201TUMR03000,LMX
CRC0419LMX0A03005TUMR01000,LMX
CRC0185LMX0B04063TUMR01000,LMX
CRC1246PRX0B02002TUMR01000,PRX
CRC0076LMX0B02204TUMR08000,LMX
CRC0456LMX0B03012TUMR01000,LMX
CRC0116LMX0B03206TUMR02000,LMX
CRC0534LMX0A04035TUMR01000,LMX
CRC1989LMX0B02002TUMR01000,LMX
CRC0297LMX0B03207TUMR02000,LMX
CRC0219LMX0B03202TUMR02000,LMX
CRC1197PRX0B02003TUMR01000,PRX
CRC0440LMX0B03012TUMR01000,LMX
CRC0419LMX0A03009TUMR05000,LMX
CRC0098LMX0B04201TUMR09000,LMX
CRC1598LMX0B02003TUMR01000,LMX
CRC0438LMX0A02003TUMR01000,LMX
CRC0493LMX0A03004TUMR05000,LMX
CRC0490LMX0A03008TUMR09000,LMX
CRC0399LMX0B03001TUMR04000,LMX
CRC0078LMX0A05007TUMR02000,LMX
CRC1745LMX0A02001TUMR01000,LMX
CRC0419LMX0A02003TUMR04000,LMX
CRC0718LMX0A02001TUMR01000,LMX
CRC0378LMX0A02004TUMR08000,LMX
CRC0177LMX0A02201TUMR05000,LMX
CRC0729LMX0A02001TUMR02000,LMX
CRC0254LMX0B02201TUMR04000,LMX
CRC1566LMX0B02002TUMR01000,LMX
CRC1169PRX0B02002TUMR01000,PRX
CRC0440LMX0B03009TUMR05000,LMX
CRC1314LMX0A02002TUMR01000,LMX
CRC1387LMX0A01001TUMR01000,LMX
CRC0219LMX0B03205TUMR03000,LMX
CRC0396LMX0A02003TUMR05000,LMX
CRC0495LMX0B03012TUMR01000,LMX
CRC0322LMX0A04014TUMR02000,LMX
CRC1419PRX0A01001TUMR01000,PRX
CRC1589LMX0B02003TUMR01000,LMX
CRC1171PRX0A02002TUMR01000,PRX
CRC1445LMX0A02001TUMR01000,LMX
CRC1888LMX0A02002TUMR01000,LMX
CRC1502LMX0A02001TUMR02000,LMX
CRC0378LMX0A03007TUMR05000,LMX
CRC0262LMX0B03211TUMR09000,LMX
CRC1376LMX0A02001TUMR01000,LMX
CRC0188LMX0A01201TUMR01000,LMX
CRC0069LMX0B02201TUMR02000,LMX
CRC0297LMX0A03210TUMR17000,LMX
CRC0102LMX0B03201TUMR12000,LMX
CRC0322LMX0A04094TUMR05000,LMX
CRC0150LMX0A02204TUMR04000,LMX
CRC0534LMX0A04013TUMR01000,LMX
CRC0322LMX0A04114TUMR01000,LMX
CRC1251LMX0A02003TUMR01000,LMX
CRC0378LMX0A03005TUMR05000,LMX
CRC0262LMX0B03207TUMR21000,LMX
CRC0252LMX0A02201TUMR01000,LMX
CRC0396LMX0A03004TUMR05000,LMX
CRC0185LMX0B04054TUMR05000,LMX
CRC0185LMX0B04077TUMR01000,LMX
CRC0419LMX0B03001TUMR04000,LMX
CRC0327LMX0B03202TUMR05000,LMX
CRC0285LMX0A02204TUMR02000,LMX
CRC0078LMX0A04033TUMR01000,LMX
CRC0059LMX0B04201TUMR05000,LMX
CRC0327LMX0B03205TUMR05000,LMX
CRC0440LMX0A03002TUMR05000,LMX
CRC0252LMX0A03206TUMR02000,LMX
CRC1390LMX0A02001TUMR01000,LMX
CRC0069LMX0A07018TUMR13000,LMX
CRC1389LMX0A02001TUMR01000,LMX
CRC1895LMX0B02003TUMR01000,LMX
CRC0102LMX0B03205TUMR12000,LMX
CRC0185LMX0B04048TUMR01000,LMX
CRC1359LMX0A02003TUMR01000,LMX
CRC0257LMX0A05006TUMR02000,LMX
CRC0619LMX0B02001TUMR01000,LMX
CRC0466PRX0A01001TUMR01000,PRX
CRC0374PRX0A01201TUMR01000,PRX
CRC0161LMO0C05026001R01000,LMO
